sample_id,dataset,filepath,filename,original_label,unified_label,split,fold,processed_path,sample_rate,duration,channels
FSD50K_001449,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416665.wav,416665.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001449.wav,16000,5.0,1
FSD50K_001450,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416666.wav,416666.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001450.wav,16000,5.0,1
FSD50K_001451,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416667.wav,416667.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001451.wav,16000,5.0,1
FSD50K_001452,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\31644.wav,31644.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001452.wav,16000,5.0,1
FSD50K_001453,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416668.wav,416668.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001453.wav,16000,5.0,1
FSD50K_001454,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416669.wav,416669.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001454.wav,16000,5.0,1
FSD50K_001455,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\107416.wav,107416.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001455.wav,16000,5.0,1
FSD50K_001456,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416670.wav,416670.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001456.wav,16000,5.0,1
FSD50K_001457,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416671.wav,416671.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001457.wav,16000,5.0,1
FSD50K_001458,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416674.wav,416674.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001458.wav,16000,5.0,1
FSD50K_001459,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\107424.wav,107424.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001459.wav,16000,5.0,1
FSD50K_001460,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416673.wav,416673.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001460.wav,16000,5.0,1
FSD50K_001461,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416677.wav,416677.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001461.wav,16000,5.0,1
FSD50K_001462,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416675.wav,416675.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001462.wav,16000,5.0,1
FSD50K_001463,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416676.wav,416676.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001463.wav,16000,5.0,1
FSD50K_001464,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416672.wav,416672.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001464.wav,16000,5.0,1
FSD50K_001465,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416678.wav,416678.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001465.wav,16000,5.0,1
FSD50K_001466,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416682.wav,416682.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001466.wav,16000,5.0,1
FSD50K_001467,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416679.wav,416679.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001467.wav,16000,5.0,1
FSD50K_001468,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416684.wav,416684.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001468.wav,16000,5.0,1
FSD50K_001469,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\187308.wav,187308.wav,"['Subway_and_metro_and_underground', 'Speech', 'Shout', 'Human_voice', 'Rail_transport', 'Vehicle']",Vehicle,train,,processed\audio\FSD50K_001469.wav,16000,5.0,1
FSD50K_001470,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416680.wav,416680.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001470.wav,16000,5.0,1
FSD50K_001471,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416681.wav,416681.wav,"['Child_speech_and_kid_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001471.wav,16000,5.0,1
FSD50K_001472,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416688.wav,416688.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001472.wav,16000,5.0,1
FSD50K_001473,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416689.wav,416689.wav,"['Child_speech_and_kid_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001473.wav,16000,5.0,1
FSD50K_001474,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\48050.wav,48050.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001474.wav,16000,5.0,1
FSD50K_001475,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416691.wav,416691.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001475.wav,16000,5.0,1
FSD50K_001476,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416699.wav,416699.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001476.wav,16000,5.0,1
FSD50K_001477,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\91081.wav,91081.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001477.wav,16000,5.0,1
FSD50K_001478,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\236496.wav,236496.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001478.wav,16000,5.0,1
FSD50K_001479,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\33754.wav,33754.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001479.wav,16000,5.0,1
FSD50K_001480,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\148443.wav,148443.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001480.wav,16000,5.0,1
FSD50K_001481,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\242661.wav,242661.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001481.wav,16000,5.0,1
FSD50K_001482,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\422902.wav,422902.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001482.wav,16000,5.0,1
FSD50K_001483,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\422909.wav,422909.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001483.wav,16000,5.0,1
FSD50K_001484,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\422910.wav,422910.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001484.wav,16000,5.0,1
FSD50K_001485,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\422919.wav,422919.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001485.wav,16000,5.0,1
FSD50K_001486,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\422920.wav,422920.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001486.wav,16000,5.0,1
FSD50K_001487,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\422922.wav,422922.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001487.wav,16000,5.0,1
FSD50K_001488,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\422932.wav,422932.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001488.wav,16000,5.0,1
FSD50K_001489,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\422937.wav,422937.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001489.wav,16000,5.0,1
FSD50K_001490,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\429082.wav,429082.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001490.wav,16000,5.0,1
FSD50K_001491,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\236572.wav,236572.wav,"['Whispering', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001491.wav,16000,5.0,1
FSD50K_001492,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\422941.wav,422941.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001492.wav,16000,5.0,1
FSD50K_001493,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\422942.wav,422942.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001493.wav,16000,5.0,1
FSD50K_001494,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\422949.wav,422949.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001494.wav,16000,5.0,1
FSD50K_001495,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\95279.wav,95279.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001495.wav,16000,5.0,1
FSD50K_001496,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\97346.wav,97346.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001496.wav,16000,5.0,1
FSD50K_001497,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\97351.wav,97351.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001497.wav,16000,5.0,1
FSD50K_001498,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\316501.wav,316501.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001498.wav,16000,5.0,1
FSD50K_001499,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\316504.wav,316504.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001499.wav,16000,5.0,1
FSD50K_001500,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\97371.wav,97371.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001500.wav,16000,5.0,1
FSD50K_001501,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\181347.wav,181347.wav,"['Speech', 'Shout', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001501.wav,16000,5.0,1
FSD50K_001502,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416876.wav,416876.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001502.wav,16000,5.0,1
FSD50K_001503,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\236654.wav,236654.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001503.wav,16000,5.0,1
FSD50K_001504,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\175231.wav,175231.wav,"['Speech', 'Wind', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001504.wav,16000,5.0,1
FSD50K_001505,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\175232.wav,175232.wav,"['Speech', 'Wind', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001505.wav,16000,5.0,1
FSD50K_001506,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\175233.wav,175233.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001506.wav,16000,5.0,1
FSD50K_001507,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\175234.wav,175234.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001507.wav,16000,5.0,1
FSD50K_001508,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\318595.wav,318595.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001508.wav,16000,5.0,1
FSD50K_001509,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\265359.wav,265359.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001509.wav,16000,5.0,1
FSD50K_001510,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\349331.wav,349331.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001510.wav,16000,5.0,1
FSD50K_001511,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\371864.wav,371864.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001511.wav,16000,5.0,1
FSD50K_001512,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\177315.wav,177315.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001512.wav,16000,5.0,1
FSD50K_001513,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\44198.wav,44198.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001513.wav,16000,5.0,1
FSD50K_001514,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416936.wav,416936.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001514.wav,16000,5.0,1
FSD50K_001515,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\72875.wav,72875.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001515.wav,16000,5.0,1
FSD50K_001516,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\93374.wav,93374.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001516.wav,16000,5.0,1
FSD50K_001517,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\93384.wav,93384.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001517.wav,16000,5.0,1
FSD50K_001518,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\406729.wav,406729.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001518.wav,16000,5.0,1
FSD50K_001519,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\50423.wav,50423.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001519.wav,16000,5.0,1
FSD50K_001520,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\195846.wav,195846.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001520.wav,16000,5.0,1
FSD50K_001521,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\29961.wav,29961.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001521.wav,16000,5.0,1
FSD50K_001522,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\109836.wav,109836.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001522.wav,16000,5.0,1
FSD50K_001523,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\60689.wav,60689.wav,"['Crowd', 'Speech', 'Human_voice', 'Human_group_actions']",Speech,val,,processed\audio\FSD50K_001523.wav,16000,5.0,1
FSD50K_001524,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\388383.wav,388383.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001524.wav,16000,5.0,1
FSD50K_001525,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\109883.wav,109883.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001525.wav,16000,5.0,1
FSD50K_001526,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\27963.wav,27963.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001526.wav,16000,5.0,1
FSD50K_001527,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\27965.wav,27965.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001527.wav,16000,5.0,1
FSD50K_001528,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\27964.wav,27964.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001528.wav,16000,5.0,1
FSD50K_001529,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\27967.wav,27967.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001529.wav,16000,5.0,1
FSD50K_001530,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\257344.wav,257344.wav,"['Whispering', 'Speech', 'Human_voice']",Speech,val,,processed\audio\FSD50K_001530.wav,16000,5.0,1
FSD50K_001531,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\27969.wav,27969.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001531.wav,16000,5.0,1
FSD50K_001532,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\27970.wav,27970.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001532.wav,16000,5.0,1
FSD50K_001533,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\429380.wav,429380.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001533.wav,16000,5.0,1
FSD50K_001534,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\11599.wav,11599.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001534.wav,16000,5.0,1
FSD50K_001535,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\3411.wav,3411.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001535.wav,16000,5.0,1
FSD50K_001536,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\341347.wav,341347.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001536.wav,16000,5.0,1
FSD50K_001537,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\42347.wav,42347.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001537.wav,16000,5.0,1
FSD50K_001538,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\400747.wav,400747.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001538.wav,16000,5.0,1
FSD50K_001539,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\42349.wav,42349.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001539.wav,16000,5.0,1
FSD50K_001540,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\109934.wav,109934.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001540.wav,16000,5.0,1
FSD50K_001541,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\400748.wav,400748.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001541.wav,16000,5.0,1
FSD50K_001542,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\42355.wav,42355.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001542.wav,16000,5.0,1
FSD50K_001543,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\406955.wav,406955.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001543.wav,16000,5.0,1
FSD50K_001544,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\167340.wav,167340.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001544.wav,16000,5.0,1
FSD50K_001545,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\245174.wav,245174.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001545.wav,16000,5.0,1
FSD50K_001546,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\404919.wav,404919.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001546.wav,16000,5.0,1
FSD50K_001547,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\60859.wav,60859.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001547.wav,16000,5.0,1
FSD50K_001548,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\13778.wav,13778.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001548.wav,16000,5.0,1
FSD50K_001549,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\234974.wav,234974.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001549.wav,16000,5.0,1
FSD50K_001550,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\234975.wav,234975.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001550.wav,16000,5.0,1
FSD50K_001551,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\128479.wav,128479.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001551.wav,16000,5.0,1
FSD50K_001552,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\128484.wav,128484.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001552.wav,16000,5.0,1
FSD50K_001553,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\234994.wav,234994.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001553.wav,16000,5.0,1
FSD50K_001554,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\161274.wav,161274.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001554.wav,16000,5.0,1
FSD50K_001555,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\34310.wav,34310.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001555.wav,16000,5.0,1
FSD50K_001556,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\93704.wav,93704.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001556.wav,16000,5.0,1
FSD50K_001557,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\34317.wav,34317.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001557.wav,16000,5.0,1
FSD50K_001558,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\34318.wav,34318.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001558.wav,16000,5.0,1
FSD50K_001559,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\394772.wav,394772.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001559.wav,16000,5.0,1
FSD50K_001560,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\34326.wav,34326.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001560.wav,16000,5.0,1
FSD50K_001561,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\167448.wav,167448.wav,"['Whispering', 'Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001561.wav,16000,5.0,1
FSD50K_001562,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\26137.wav,26137.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001562.wav,16000,5.0,1
FSD50K_001563,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\259609.wav,259609.wav,"['Speech', 'Crying_and_sobbing', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001563.wav,16000,5.0,1
FSD50K_001564,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\235044.wav,235044.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001564.wav,16000,5.0,1
FSD50K_001565,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\233028.wav,233028.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001565.wav,16000,5.0,1
FSD50K_001566,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\233029.wav,233029.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001566.wav,16000,5.0,1
FSD50K_001567,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\233032.wav,233032.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001567.wav,16000,5.0,1
FSD50K_001568,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\233034.wav,233034.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001568.wav,16000,5.0,1
FSD50K_001569,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\161355.wav,161355.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001569.wav,16000,5.0,1
FSD50K_001570,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\353869.wav,353869.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001570.wav,16000,5.0,1
FSD50K_001571,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\161359.wav,161359.wav,"['Speech', 'Laughter', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001571.wav,16000,5.0,1
FSD50K_001572,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\161365.wav,161365.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001572.wav,16000,5.0,1
FSD50K_001573,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\87644.wav,87644.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001573.wav,16000,5.0,1
FSD50K_001574,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\61036.wav,61036.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001574.wav,16000,5.0,1
FSD50K_001575,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\61037.wav,61037.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001575.wav,16000,5.0,1
FSD50K_001576,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\61038.wav,61038.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001576.wav,16000,5.0,1
FSD50K_001577,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\61039.wav,61039.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001577.wav,16000,5.0,1
FSD50K_001578,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\44655.wav,44655.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001578.wav,16000,5.0,1
FSD50K_001579,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\34420.wav,34420.wav,"['Speech', 'Human_voice']",Speech,train,,processed\audio\FSD50K_001579.wav,16000,5.0,1
