dataset,filepath,filename,original_label,split,fold,metadata
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\118278-4-0-7.wav,118278-4-0-7.wav,drilling,train,10,"{'fsID': 118278, 'start': 3.5, 'end': 7.5, 'salience': 2, 'classID': 4}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\118278-4-0-8.wav,118278-4-0-8.wav,drilling,train,10,"{'fsID': 118278, 'start': 4.0, 'end': 8.0, 'salience': 2, 'classID': 4}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\118278-4-0-9.wav,118278-4-0-9.wav,drilling,train,10,"{'fsID': 118278, 'start': 4.5, 'end': 8.5, 'salience': 2, 'classID': 4}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118279-8-0-0.wav,118279-8-0-0.wav,siren,train,1,"{'fsID': 118279, 'start': 0.0, 'end': 4.0, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118279-8-0-1.wav,118279-8-0-1.wav,siren,train,1,"{'fsID': 118279, 'start': 0.5, 'end': 4.5, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118279-8-0-10.wav,118279-8-0-10.wav,siren,train,1,"{'fsID': 118279, 'start': 5.0, 'end': 9.0, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118279-8-0-11.wav,118279-8-0-11.wav,siren,train,1,"{'fsID': 118279, 'start': 5.5, 'end': 9.5, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118279-8-0-12.wav,118279-8-0-12.wav,siren,train,1,"{'fsID': 118279, 'start': 6.0, 'end': 10.0, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118279-8-0-13.wav,118279-8-0-13.wav,siren,train,1,"{'fsID': 118279, 'start': 6.5, 'end': 10.5, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118279-8-0-14.wav,118279-8-0-14.wav,siren,train,1,"{'fsID': 118279, 'start': 7.0, 'end': 11.0, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118279-8-0-2.wav,118279-8-0-2.wav,siren,train,1,"{'fsID': 118279, 'start': 1.0, 'end': 5.0, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118279-8-0-3.wav,118279-8-0-3.wav,siren,train,1,"{'fsID': 118279, 'start': 1.5, 'end': 5.5, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118279-8-0-4.wav,118279-8-0-4.wav,siren,train,1,"{'fsID': 118279, 'start': 2.0, 'end': 6.0, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118279-8-0-5.wav,118279-8-0-5.wav,siren,train,1,"{'fsID': 118279, 'start': 2.5, 'end': 6.5, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118279-8-0-6.wav,118279-8-0-6.wav,siren,train,1,"{'fsID': 118279, 'start': 3.0, 'end': 7.0, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118279-8-0-7.wav,118279-8-0-7.wav,siren,train,1,"{'fsID': 118279, 'start': 3.5, 'end': 7.5, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118279-8-0-8.wav,118279-8-0-8.wav,siren,train,1,"{'fsID': 118279, 'start': 4.0, 'end': 8.0, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118279-8-0-9.wav,118279-8-0-9.wav,siren,train,1,"{'fsID': 118279, 'start': 4.5, 'end': 8.5, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\118440-4-0-0.wav,118440-4-0-0.wav,drilling,train,5,"{'fsID': 118440, 'start': 0.187868, 'end': 0.810181, 'salience': 1, 'classID': 4}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\118440-4-1-0.wav,118440-4-1-0.wav,drilling,train,5,"{'fsID': 118440, 'start': 0.909986, 'end': 1.726039, 'salience': 1, 'classID': 4}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\118440-4-2-0.wav,118440-4-2-0.wav,drilling,train,5,"{'fsID': 118440, 'start': 2.07242, 'end': 2.853247, 'salience': 1, 'classID': 4}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\118440-4-3-0.wav,118440-4-3-0.wav,drilling,train,5,"{'fsID': 118440, 'start': 3.099824, 'end': 4.039165, 'salience': 1, 'classID': 4}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\118440-4-4-0.wav,118440-4-4-0.wav,drilling,train,5,"{'fsID': 118440, 'start': 4.591028, 'end': 5.565594, 'salience': 1, 'classID': 4}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\118440-4-5-0.wav,118440-4-5-0.wav,drilling,train,5,"{'fsID': 118440, 'start': 5.8063, 'end': 6.622352, 'salience': 1, 'classID': 4}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\118440-4-6-0.wav,118440-4-6-0.wav,drilling,train,5,"{'fsID': 118440, 'start': 7.115506, 'end': 7.949171, 'salience': 1, 'classID': 4}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\118440-4-7-0.wav,118440-4-7-0.wav,drilling,train,5,"{'fsID': 118440, 'start': 8.195748, 'end': 8.61258, 'salience': 1, 'classID': 4}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\118440-4-8-0.wav,118440-4-8-0.wav,drilling,train,5,"{'fsID': 118440, 'start': 8.794578, 'end': 9.270119, 'salience': 1, 'classID': 4}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold3\118496-1-0-0.wav,118496-1-0-0.wav,car_horn,train,3,"{'fsID': 118496, 'start': 1.394779, 'end': 1.649762, 'salience': 2, 'classID': 1}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold3\118496-1-1-0.wav,118496-1-1-0.wav,car_horn,train,3,"{'fsID': 118496, 'start': 1.963587, 'end': 2.155369, 'salience': 2, 'classID': 1}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\118558-5-0-0.wav,118558-5-0-0.wav,engine_idling,train,10,"{'fsID': 118558, 'start': 19.743613, 'end': 23.743613, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\118558-5-0-1.wav,118558-5-0-1.wav,engine_idling,train,10,"{'fsID': 118558, 'start': 20.243613, 'end': 24.243613, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\118558-5-0-2.wav,118558-5-0-2.wav,engine_idling,train,10,"{'fsID': 118558, 'start': 20.743613, 'end': 24.743613, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\118558-5-1-0.wav,118558-5-1-0.wav,engine_idling,train,10,"{'fsID': 118558, 'start': 31.128617, 'end': 35.128617, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\118558-5-1-1.wav,118558-5-1-1.wav,engine_idling,train,10,"{'fsID': 118558, 'start': 31.628617, 'end': 35.628617, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\118558-5-1-2.wav,118558-5-1-2.wav,engine_idling,train,10,"{'fsID': 118558, 'start': 32.128617, 'end': 36.128617, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\118558-5-2-0.wav,118558-5-2-0.wav,engine_idling,train,10,"{'fsID': 118558, 'start': 47.413495, 'end': 51.413495, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\118558-5-2-1.wav,118558-5-2-1.wav,engine_idling,train,10,"{'fsID': 118558, 'start': 47.913495, 'end': 51.913495, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\118558-5-2-2.wav,118558-5-2-2.wav,engine_idling,train,10,"{'fsID': 118558, 'start': 48.413495, 'end': 52.413495, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\118558-5-2-3.wav,118558-5-2-3.wav,engine_idling,train,10,"{'fsID': 118558, 'start': 48.913495, 'end': 52.913495, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold7\118587-3-0-2.wav,118587-3-0-2.wav,dog_bark,train,7,"{'fsID': 118587, 'start': 1.0, 'end': 5.0, 'salience': 1, 'classID': 3}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold7\118587-3-0-21.wav,118587-3-0-21.wav,dog_bark,train,7,"{'fsID': 118587, 'start': 10.5, 'end': 14.5, 'salience': 1, 'classID': 3}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold7\118587-3-0-6.wav,118587-3-0-6.wav,dog_bark,train,7,"{'fsID': 118587, 'start': 3.0, 'end': 7.0, 'salience': 1, 'classID': 3}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold2\118723-4-0-0.wav,118723-4-0-0.wav,drilling,train,2,"{'fsID': 118723, 'start': 0.0, 'end': 2.653802, 'salience': 1, 'classID': 4}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold3\118961-3-0-0.wav,118961-3-0-0.wav,dog_bark,train,3,"{'fsID': 118961, 'start': 0.0, 'end': 0.770312, 'salience': 1, 'classID': 3}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold2\118962-3-0-0.wav,118962-3-0-0.wav,dog_bark,train,2,"{'fsID': 118962, 'start': 0.0, 'end': 2.129854, 'salience': 1, 'classID': 3}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\118963-3-0-0.wav,118963-3-0-0.wav,dog_bark,train,1,"{'fsID': 118963, 'start': 0.0, 'end': 0.519479, 'salience': 1, 'classID': 3}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold4\118964-3-0-0.wav,118964-3-0-0.wav,dog_bark,train,4,"{'fsID': 118964, 'start': 0.0, 'end': 1.103896, 'salience': 1, 'classID': 3}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\119067-0-0-0.wav,119067-0-0-0.wav,air_conditioner,train,10,"{'fsID': 119067, 'start': 0.0, 'end': 4.0, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\119067-0-0-1.wav,119067-0-0-1.wav,air_conditioner,train,10,"{'fsID': 119067, 'start': 0.5, 'end': 4.5, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\119067-0-0-2.wav,119067-0-0-2.wav,air_conditioner,train,10,"{'fsID': 119067, 'start': 1.0, 'end': 5.0, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119420-3-0-0.wav,119420-3-0-0.wav,dog_bark,train,9,"{'fsID': 119420, 'start': 0.182207, 'end': 3.17482, 'salience': 1, 'classID': 3}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119420-3-1-0.wav,119420-3-1-0.wav,dog_bark,train,9,"{'fsID': 119420, 'start': 4.919591, 'end': 6.752704, 'salience': 1, 'classID': 3}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119449-5-0-0.wav,119449-5-0-0.wav,engine_idling,train,9,"{'fsID': 119449, 'start': 1.381958, 'end': 5.381958, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119449-5-0-1.wav,119449-5-0-1.wav,engine_idling,train,9,"{'fsID': 119449, 'start': 1.881958, 'end': 5.881958, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119449-5-0-2.wav,119449-5-0-2.wav,engine_idling,train,9,"{'fsID': 119449, 'start': 2.381958, 'end': 6.381958, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119449-5-0-3.wav,119449-5-0-3.wav,engine_idling,train,9,"{'fsID': 119449, 'start': 2.881958, 'end': 6.881958, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119449-5-0-4.wav,119449-5-0-4.wav,engine_idling,train,9,"{'fsID': 119449, 'start': 3.381958, 'end': 7.381958, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119449-5-0-5.wav,119449-5-0-5.wav,engine_idling,train,9,"{'fsID': 119449, 'start': 3.881958, 'end': 7.881958, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119449-5-0-6.wav,119449-5-0-6.wav,engine_idling,train,9,"{'fsID': 119449, 'start': 4.381958, 'end': 8.381958000000001, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\119455-5-0-0.wav,119455-5-0-0.wav,engine_idling,train,1,"{'fsID': 119455, 'start': 0.446601, 'end': 4.446601, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\119455-5-0-1.wav,119455-5-0-1.wav,engine_idling,train,1,"{'fsID': 119455, 'start': 0.946601, 'end': 4.946601, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\119455-5-0-2.wav,119455-5-0-2.wav,engine_idling,train,1,"{'fsID': 119455, 'start': 1.446601, 'end': 5.446601, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\119455-5-0-3.wav,119455-5-0-3.wav,engine_idling,train,1,"{'fsID': 119455, 'start': 1.946601, 'end': 5.946601, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\119455-5-0-4.wav,119455-5-0-4.wav,engine_idling,train,1,"{'fsID': 119455, 'start': 2.446601, 'end': 6.446601, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\119455-5-0-5.wav,119455-5-0-5.wav,engine_idling,train,1,"{'fsID': 119455, 'start': 2.946601, 'end': 6.946601, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\119455-5-0-6.wav,119455-5-0-6.wav,engine_idling,train,1,"{'fsID': 119455, 'start': 3.446601, 'end': 7.446601, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\119455-5-0-7.wav,119455-5-0-7.wav,engine_idling,train,1,"{'fsID': 119455, 'start': 3.946601, 'end': 7.946601, 'salience': 1, 'classID': 5}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119809-7-0-0.wav,119809-7-0-0.wav,jackhammer,train,9,"{'fsID': 119809, 'start': 0.467382, 'end': 4.467382, 'salience': 2, 'classID': 7}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119809-7-0-1.wav,119809-7-0-1.wav,jackhammer,train,9,"{'fsID': 119809, 'start': 0.967382, 'end': 4.967382, 'salience': 2, 'classID': 7}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119809-7-0-2.wav,119809-7-0-2.wav,jackhammer,train,9,"{'fsID': 119809, 'start': 1.467382, 'end': 5.467382, 'salience': 2, 'classID': 7}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119809-7-0-3.wav,119809-7-0-3.wav,jackhammer,train,9,"{'fsID': 119809, 'start': 1.967382, 'end': 5.967382, 'salience': 2, 'classID': 7}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119809-7-0-4.wav,119809-7-0-4.wav,jackhammer,train,9,"{'fsID': 119809, 'start': 2.467382, 'end': 6.467382000000001, 'salience': 2, 'classID': 7}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119809-7-0-5.wav,119809-7-0-5.wav,jackhammer,train,9,"{'fsID': 119809, 'start': 2.967382, 'end': 6.967382000000001, 'salience': 2, 'classID': 7}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\119809-7-0-6.wav,119809-7-0-6.wav,jackhammer,train,9,"{'fsID': 119809, 'start': 3.467382, 'end': 7.467382000000001, 'salience': 2, 'classID': 7}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\121285-0-0-0.wav,121285-0-0-0.wav,air_conditioner,train,6,"{'fsID': 121285, 'start': 0.0, 'end': 4.0, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\121285-0-0-1.wav,121285-0-0-1.wav,air_conditioner,train,6,"{'fsID': 121285, 'start': 0.5, 'end': 4.5, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\121285-0-0-2.wav,121285-0-0-2.wav,air_conditioner,train,6,"{'fsID': 121285, 'start': 1.0, 'end': 5.0, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\121285-0-0-3.wav,121285-0-0-3.wav,air_conditioner,train,6,"{'fsID': 121285, 'start': 1.5, 'end': 5.5, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\121285-0-0-4.wav,121285-0-0-4.wav,air_conditioner,train,6,"{'fsID': 121285, 'start': 2.0, 'end': 6.0, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\121285-0-0-5.wav,121285-0-0-5.wav,air_conditioner,train,6,"{'fsID': 121285, 'start': 2.5, 'end': 6.5, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\121285-0-0-6.wav,121285-0-0-6.wav,air_conditioner,train,6,"{'fsID': 121285, 'start': 3.0, 'end': 7.0, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\121285-0-0-7.wav,121285-0-0-7.wav,air_conditioner,train,6,"{'fsID': 121285, 'start': 3.5, 'end': 7.5, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\121285-0-0-8.wav,121285-0-0-8.wav,air_conditioner,train,6,"{'fsID': 121285, 'start': 4.0, 'end': 8.0, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\121285-0-0-9.wav,121285-0-0-9.wav,air_conditioner,train,6,"{'fsID': 121285, 'start': 4.5, 'end': 8.5, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-0.wav,121286-0-0-0.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 0.0, 'end': 4.0, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-1.wav,121286-0-0-1.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 0.5, 'end': 4.5, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-10.wav,121286-0-0-10.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 5.0, 'end': 9.0, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-11.wav,121286-0-0-11.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 5.5, 'end': 9.5, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-12.wav,121286-0-0-12.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 6.0, 'end': 10.0, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-13.wav,121286-0-0-13.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 6.5, 'end': 10.5, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-14.wav,121286-0-0-14.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 7.0, 'end': 11.0, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-15.wav,121286-0-0-15.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 7.5, 'end': 11.5, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-2.wav,121286-0-0-2.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 1.0, 'end': 5.0, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-3.wav,121286-0-0-3.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 1.5, 'end': 5.5, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-4.wav,121286-0-0-4.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 2.0, 'end': 6.0, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-5.wav,121286-0-0-5.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 2.5, 'end': 6.5, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-6.wav,121286-0-0-6.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 3.0, 'end': 7.0, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-7.wav,121286-0-0-7.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 3.5, 'end': 7.5, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-8.wav,121286-0-0-8.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 4.0, 'end': 8.0, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121286-0-0-9.wav,121286-0-0-9.wav,air_conditioner,train,5,"{'fsID': 121286, 'start': 4.5, 'end': 8.5, 'salience': 1, 'classID': 0}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\121299-1-0-0.wav,121299-1-0-0.wav,car_horn,train,5,"{'fsID': 121299, 'start': 49.966977, 'end': 50.59947, 'salience': 2, 'classID': 1}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold3\121528-8-1-0.wav,121528-8-1-0.wav,siren,train,3,"{'fsID': 121528, 'start': 24.030115, 'end': 28.030115, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold3\121528-8-1-1.wav,121528-8-1-1.wav,siren,train,3,"{'fsID': 121528, 'start': 24.530115, 'end': 28.530115, 'salience': 2, 'classID': 8}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold4\121888-3-0-0.wav,121888-3-0-0.wav,dog_bark,train,4,"{'fsID': 121888, 'start': 0.0, 'end': 0.749977, 'salience': 1, 'classID': 3}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold8\122199-3-1-1.wav,122199-3-1-1.wav,dog_bark,train,8,"{'fsID': 122199, 'start': 15.147059, 'end': 19.147059, 'salience': 2, 'classID': 3}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold8\122199-3-1-2.wav,122199-3-1-2.wav,dog_bark,train,8,"{'fsID': 122199, 'start': 15.647059, 'end': 19.647059, 'salience': 2, 'classID': 3}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold8\122199-3-1-3.wav,122199-3-1-3.wav,dog_bark,train,8,"{'fsID': 122199, 'start': 16.147059, 'end': 20.147059, 'salience': 2, 'classID': 3}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold8\122199-3-1-6.wav,122199-3-1-6.wav,dog_bark,train,8,"{'fsID': 122199, 'start': 17.647059, 'end': 21.647059, 'salience': 2, 'classID': 3}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\122690-6-0-0.wav,122690-6-0-0.wav,gun_shot,train,1,"{'fsID': 122690, 'start': 12.231953, 'end': 15.37784, 'salience': 1, 'classID': 6}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\122738-9-0-11.wav,122738-9-0-11.wav,street_music,train,6,"{'fsID': 122738, 'start': 6.121431, 'end': 10.121431, 'salience': 2, 'classID': 9}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\122738-9-0-12.wav,122738-9-0-12.wav,street_music,train,6,"{'fsID': 122738, 'start': 6.621431, 'end': 10.621431, 'salience': 2, 'classID': 9}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\122738-9-0-2.wav,122738-9-0-2.wav,street_music,train,6,"{'fsID': 122738, 'start': 1.6214309999999998, 'end': 5.621430999999999, 'salience': 2, 'classID': 9}"
UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\122738-9-0-3.wav,122738-9-0-3.wav,street_music,train,6,"{'fsID': 122738, 'start': 2.121431, 'end': 6.121430999999999, 'salience': 2, 'classID': 9}"
