sample_id,dataset,filepath,filename,original_label,unified_label,split,fold
FSD50K_043113,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\3184.wav,3184.wav,"['Car_passing_by', 'Car', 'Motor_vehicle_(road)', 'Vehicle']",Vehicle,train,
FSD50K_015667,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\93391.wav,93391.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Human,train,
BirdCLEF2026_070554,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\oliwoo1\XC332430.ogg,XC332430.ogg,['Aves'],Bird,train,
UrbanSound8K_004702,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\159748-8-0-0.wav,159748-8-0-0.wav,['siren'],EmergencyVehicle,train,9.0
FSD50K_034363,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\214504.wav,214504.wav,"['Laughter', 'Human_voice']",Human,train,
Emergency_051857,Emergency,datasets\emergency\Extracted\Emergency Vehicle Sirens\ambulance242.wav,ambulance242.wav,['Ambulance'],EmergencyVehicle,train,
FSD50K_011887,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\194237.wav,194237.wav,"['Motor_vehicle_(road)', 'Vehicle']",Vehicle,train,
BirdCLEF2026_079706,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\sobtyr1\XC135351.ogg,XC135351.ogg,['Aves'],Bird,train,
FSD50K_048396,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\317656.wav,317656.wav,"['Gurgling', 'Liquid', 'Water']",Water,train,
FSD50K_012635,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416862.wav,416862.wav,['Animal'],Wildlife,train,
FSD50K_045351,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\397027.wav,397027.wav,"['Chicken_and_rooster', 'Fowl', 'Livestock_and_farm_animals_and_working_animals', 'Animal']",Wildlife,train,
FSD50K_020204,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\152781.wav,152781.wav,"['Walk_and_footsteps', 'Wood']",Footsteps,train,
FSD50K_026303,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\256344.wav,256344.wav,"['Speech_synthesizer', 'Speech', 'Human_voice']",Human,train,
Emergency_051965,Emergency,datasets\emergency\Extracted\Emergency Vehicle Sirens\ambulance34.wav,ambulance34.wav,['Ambulance'],EmergencyVehicle,train,
BirdCLEF2026_068907,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\limpki\XC357409.ogg,XC357409.ogg,['Aves'],Bird,train,
FSD50K_014282,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\61036.wav,61036.wav,"['Speech', 'Human_voice']",Human,train,
BirdCLEF2026_062838,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\eulfly1\XC279537.ogg,XC279537.ogg,['Aves'],Bird,train,
BirdCLEF2026_059925,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\camfli1\iNat316708.ogg,iNat316708.ogg,['Aves'],Bird,train,
FSD50K_014332,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\32546.wav,32546.wav,"['Speech', 'Human_voice']",Human,train,
FSD50K_048929,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\113343.wav,113343.wav,"['Bus', 'Motor_vehicle_(road)', 'Vehicle']",Vehicle,train,
BirdCLEF2026_087663,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\whwpic1\XC800159.ogg,XC800159.ogg,['Aves'],Bird,train,
FSD50K_037552,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\205505.wav,205505.wav,"['Car', 'Motor_vehicle_(road)', 'Vehicle']",Vehicle,train,
BirdCLEF2026_062313,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\crbthr1\XC589559.ogg,XC589559.ogg,['Aves'],Bird,train,
BirdCLEF2026_065278,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\greant1\XC122577.ogg,XC122577.ogg,['Aves'],Bird,train,
FSD50K_048945,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\165416.wav,165416.wav,"['Bus', 'Motor_vehicle_(road)', 'Vehicle']",Vehicle,train,
FSD50K_043501,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\272556.wav,272556.wav,['Run'],Footsteps,train,
UrbanSound8K_003273,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\131918-7-0-4.wav,131918-7-0-4.wav,['jackhammer'],Jackhammer,train,6.0
Emergency_052207,Emergency,datasets\emergency\Extracted\Emergency Vehicle Sirens\ambulance558.wav,ambulance558.wav,['Ambulance'],EmergencyVehicle,train,
FSD50K_045851,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\345421.wav,345421.wav,"['Telephone', 'Alarm']",EmergencyVehicle,train,
UrbanSound8K_005338,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold7\168846-5-1-3.wav,168846-5-1-3.wav,['engine_idling'],Vehicle,train,7.0
BirdCLEF2026_061584,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\compau\iNat1268738.ogg,iNat1268738.ogg,['Aves'],Bird,train,
FSD50K_019872,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\242740.wav,242740.wav,"['Engine', 'Truck', 'Car', 'Motor_vehicle_(road)', 'Vehicle']",Vehicle,train,
UrbanSound8K_008640,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold4\50661-5-0-5.wav,50661-5-0-5.wav,['engine_idling'],Vehicle,train,4.0
FSD50K_038545,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\187971.wav,187971.wav,"['Clapping', 'Hands']",Human,train,
BirdCLEF2026_061384,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\compau\iNat575145.ogg,iNat575145.ogg,['Aves'],Bird,train,
FSD50K_019655,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\401547.wav,401547.wav,['Engine'],Vehicle,train,
BirdCLEF2026_081696,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\souscr1\XC679485.ogg,XC679485.ogg,['Aves'],Bird,train,
UrbanSound8K_008961,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold9\59037-2-3-0.wav,59037-2-3-0.wav,['children_playing'],Human,train,9.0
FSD50K_033938,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\83975.wav,83975.wav,"['Laughter', 'Human_voice']",Human,train,
FSD50K_019745,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\387694.wav,387694.wav,"['Engine', 'Drill', 'Power_tool', 'Tools']",Vehicle,train,
FSD50K_029904,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\105306.wav,105306.wav,"['Thunder', 'Thunderstorm']",Thunderstorm,train,
FSD50K_024390,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\400407.wav,400407.wav,['Fire'],Fire,train,
FSD50K_047018,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\250009.wav,250009.wav,"['Engine_starting', 'Engine']",Vehicle,train,
BirdCLEF2026_067007,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\grfdov1\XC301050.ogg,XC301050.ogg,['Aves'],Bird,train,
UrbanSound8K_004948,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\162134-7-8-0.wav,162134-7-8-0.wav,['jackhammer'],Jackhammer,train,10.0
FSD50K_018490,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\123022.wav,123022.wav,"['Rattle', 'Engine_starting', 'Car', 'Motor_vehicle_(road)', 'Vehicle', 'Engine']",Vehicle,train,
BirdCLEF2026_077307,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\saffin\iNat1545867.ogg,iNat1545867.ogg,['Aves'],Bird,train,
FSD50K_035870,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\321127.wav,321127.wav,"['Dog', 'Domestic_animals_and_pets', 'Animal']",Wildlife,train,
FSD50K_023164,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\252554.wav,252554.wav,"['Acoustic_guitar', 'Drum', 'Human_voice', 'Percussion', 'Musical_instrument', 'Music', 'Guitar', 'Plucked_string_instrument']",Human,train,
BirdCLEF2026_084365,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\thlwre1\XC419281.ogg,XC419281.ogg,['Aves'],Bird,train,
FSD50K_033982,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\233617.wav,233617.wav,"['Laughter', 'Human_voice']",Human,train,
FSD50K_031721,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\193817.wav,193817.wav,"['Whispering', 'Human_voice']",Human,train,
BirdCLEF2026_085974,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\varant1\XC277275.ogg,XC277275.ogg,['Aves'],Bird,train,
FSD50K_044877,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\268866.wav,268866.wav,"['Cricket', 'Insect', 'Wild_animals', 'Animal']",Insects,train,
FSD50K_040812,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\147182.wav,147182.wav,"['Ocean', 'Water']",Water,train,
FSD50K_012099,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\72113.wav,72113.wav,"['Glass', 'Engine', 'Car', 'Motor_vehicle_(road)', 'Vehicle']",Vehicle,train,
FSD50K_034245,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\218188.wav,218188.wav,"['Laughter', 'Human_voice']",Human,train,
Emergency_052427,Emergency,datasets\emergency\Extracted\Emergency Vehicle Sirens\ambulance756.wav,ambulance756.wav,['Ambulance'],EmergencyVehicle,train,
FSD50K_017278,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\236127.wav,236127.wav,"['Bark', 'Dog', 'Domestic_animals_and_pets', 'Animal']",Wildlife,train,
FSD50K_013930,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\430215.wav,430215.wav,"['Speech', 'Human_voice']",Human,train,
BirdCLEF2026_053533,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\1161364\iNat1114648.ogg,iNat1114648.ogg,['Insecta'],Insects,train,
FSD50K_047932,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\155381.wav,155381.wav,"['Boat_and_Water_vehicle', 'Vehicle']",Vehicle,train,
BirdCLEF2026_069195,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\linwoo1\XC358762.ogg,XC358762.ogg,['Aves'],Bird,train,
UrbanSound8K_003744,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold3\144068-5-4-7.wav,144068-5-4-7.wav,['engine_idling'],Vehicle,train,3.0
FSD50K_026294,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\130729.wav,130729.wav,"['Speech_synthesizer', 'Speech', 'Human_voice']",Human,train,
FSD50K_017363,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\183992.wav,183992.wav,"['Bark', 'Dog', 'Domestic_animals_and_pets', 'Animal']",Wildlife,train,
FSD50K_016935,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\133846.wav,133846.wav,"['Wind', 'Fire']",Wind,train,
UrbanSound8K_010261,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold7\84143-2-0-15.wav,84143-2-0-15.wav,['children_playing'],Human,train,7.0
BirdCLEF2026_080381,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\socfly1\XC317541.ogg,XC317541.ogg,['Aves'],Bird,train,
Emergency_052177,Emergency,datasets\emergency\Extracted\Emergency Vehicle Sirens\ambulance530.wav,ambulance530.wav,['Ambulance'],EmergencyVehicle,train,
FSD50K_034249,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\33876.wav,33876.wav,"['Laughter', 'Human_voice']",Human,train,
BirdCLEF2026_078631,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\shtnig1\XC325773.ogg,XC325773.ogg,['Aves'],Bird,train,
UrbanSound8K_004291,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\155280-2-0-15.wav,155280-2-0-15.wav,['children_playing'],Human,train,10.0
FSD50K_035836,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\142642.wav,142642.wav,"['Dog', 'Domestic_animals_and_pets', 'Animal']",Wildlife,train,
FSD50K_014439,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\135613.wav,135613.wav,['Alarm'],EmergencyVehicle,train,
FSD50K_033424,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\148155.wav,148155.wav,"['Bird_vocalization_and_bird_call_and_bird_song', 'Bird', 'Wild_animals', 'Animal']",Bird,train,
FSD50K_029753,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\9573.wav,9573.wav,"['Thunder', 'Thunderstorm']",Thunderstorm,train,
FSD50K_014415,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\196838.wav,196838.wav,['Alarm'],EmergencyVehicle,train,
BirdCLEF2026_071815,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\paltan1\XC1035518.ogg,XC1035518.ogg,['Aves'],Bird,train,
FSD50K_019676,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\20737.wav,20737.wav,['Engine'],Vehicle,train,
UrbanSound8K_002173,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\103074-7-0-2.wav,103074-7-0-2.wav,['jackhammer'],Jackhammer,train,1.0
BirdCLEF2026_077873,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\scadov1\iNat728234.ogg,iNat728234.ogg,['Aves'],Bird,train,
FSD50K_015734,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\109910.wav,109910.wav,"['Female_speech_and_woman_speaking', 'Speech', 'Human_voice']",Human,train,
FSD50K_017124,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\236139.wav,236139.wav,"['Bark', 'Dog', 'Domestic_animals_and_pets', 'Animal']",Wildlife,train,
FSD50K_025428,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\419447.wav,419447.wav,['Walk_and_footsteps'],Footsteps,val,
FSD50K_012521,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\398721.wav,398721.wav,"['Water', 'Splash_and_splatter', 'Liquid']",Water,train,
FSD50K_034509,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\364295.wav,364295.wav,"['Laughter', 'Human_voice']",Human,train,
BirdCLEF2026_062224,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\crbthr1\XC419940.ogg,XC419940.ogg,['Aves'],Bird,train,
UrbanSound8K_006855,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\192124-2-0-4.wav,192124-2-0-4.wav,['children_playing'],Human,train,1.0
FSD50K_048294,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\344118.wav,344118.wav,"['Frog', 'Wild_animals', 'Animal']",Wildlife,val,
BirdCLEF2026_061249,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\coffal1\XC191914.ogg,XC191914.ogg,['Aves'],Bird,train,
BirdCLEF2026_080899,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\sofspi1\XC752854.ogg,XC752854.ogg,['Aves'],Bird,train,
BirdCLEF2026_077437,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\saffin\iNat1566690.ogg,iNat1566690.ogg,['Aves'],Bird,train,
UrbanSound8K_006150,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold3\17973-2-0-9.wav,17973-2-0-9.wav,['children_playing'],Human,train,3.0
FSD50K_031651,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\236547.wav,236547.wav,"['Whispering', 'Human_voice']",Human,train,
FSD50K_048314,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\194775.wav,194775.wav,"['Frog', 'Wild_animals', 'Animal']",Wildlife,train,
FSD50K_034567,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\343933.wav,343933.wav,"['Laughter', 'Human_voice']",Human,train,
BirdCLEF2026_079595,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\sobtyr1\XC258676.ogg,XC258676.ogg,['Aves'],Bird,train,
BirdCLEF2026_079635,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\sobtyr1\XC418887.ogg,XC418887.ogg,['Aves'],Bird,train,
BirdCLEF2026_068931,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\limpki\iNat1159861.ogg,iNat1159861.ogg,['Aves'],Bird,train,
FSD50K_045327,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\19082.wav,19082.wav,"['Chicken_and_rooster', 'Fowl', 'Livestock_and_farm_animals_and_working_animals', 'Animal']",Wildlife,train,
FSD50K_014574,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\336897.wav,336897.wav,['Alarm'],EmergencyVehicle,train,
Animals_089558,Animals,datasets\Animals\Animal-SDataset\Cow\inek_52.wav,inek_52.wav,['Cow'],Wildlife,train,
BirdCLEF2026_082287,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\squcuc1\XC391951.ogg,XC391951.ogg,['Aves'],Bird,train,
FSD50K_024442,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\244926.wav,244926.wav,['Fire'],Fire,train,
FSD50K_045606,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\90191.wav,90191.wav,"['Telephone', 'Alarm']",EmergencyVehicle,train,
BirdCLEF2026_070112,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\nacnig1\XC844048.ogg,XC844048.ogg,['Aves'],Bird,train,
BirdCLEF2026_079236,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\smbani\XC171405.ogg,XC171405.ogg,['Aves'],Bird,train,
BirdCLEF2026_064064,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\fusfly1\XC989385.ogg,XC989385.ogg,['Aves'],Bird,train,
FSD50K_035854,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\128469.wav,128469.wav,"['Dog', 'Domestic_animals_and_pets', 'Animal']",Wildlife,train,
FSD50K_030159,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\387409.wav,387409.wav,"['Screaming', 'Human_voice']",Human,train,
BirdCLEF2026_058611,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\brnowl\iNat1082773.ogg,iNat1082773.ogg,['Aves'],Bird,train,
FSD50K_040883,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\395639.wav,395639.wav,"['Fill_(with_liquid)', 'Gurgling', 'Liquid', 'Water']",Water,val,
UrbanSound8K_003513,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold7\135849-4-0-0.wav,135849-4-0-0.wav,['drilling'],Drill,train,7.0
UrbanSound8K_007298,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\203913-8-0-8.wav,203913-8-0-8.wav,['siren'],EmergencyVehicle,train,5.0
FSD50K_045376,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\428840.wav,428840.wav,"['Chicken_and_rooster', 'Fowl', 'Livestock_and_farm_animals_and_working_animals', 'Animal']",Wildlife,train,
BirdCLEF2026_059015,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\bucmot4\XC1037348.ogg,XC1037348.ogg,['Aves'],Bird,train,
FSD50K_016871,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\346237.wav,346237.wav,['Wind'],Wind,val,
FSD50K_030432,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\349141.wav,349141.wav,"['Slam', 'Train', 'Rail_transport', 'Vehicle', 'Door', 'Domestic_sounds_and_home_sounds']",Vehicle,train,
ESC50_001243,ESC50,datasets\ESC50\audio\4-133047-B-5.wav,4-133047-B-5.wav,['cat'],Wildlife,train,4.0
FSD50K_014366,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\10186.wav,10186.wav,"['Speech', 'Human_voice']",Human,train,
FSD50K_017120,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\194753.wav,194753.wav,"['Bark', 'Dog', 'Domestic_animals_and_pets', 'Animal']",Wildlife,train,
FSD50K_045270,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\387677.wav,387677.wav,"['Idling', 'Engine']",Vehicle,train,
BirdCLEF2026_059222,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\bucpar\XC404437.ogg,XC404437.ogg,['Aves'],Bird,train,
FSD50K_050815,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\217767.wav,217767.wav,"['Wild_animals', 'Animal']",Wildlife,train,
UrbanSound8K_006027,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\178261-7-3-2.wav,178261-7-3-2.wav,['jackhammer'],Jackhammer,train,10.0
UrbanSound8K_007345,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold2\203929-7-5-7.wav,203929-7-5-7.wav,['jackhammer'],Jackhammer,train,2.0
FSD50K_046071,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\376518.wav,376518.wav,"['Bicycle', 'Vehicle']",Vehicle,train,
Animals_089375,Animals,datasets\Animals\Animal-SDataset\Cat\cat_184.wav,cat_184.wav,['Cat'],Wildlife,train,
FSD50K_016805,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\199688.wav,199688.wav,['Wind'],Wind,train,
FSD50K_045332,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\208021.wav,208021.wav,"['Chicken_and_rooster', 'Fowl', 'Livestock_and_farm_animals_and_working_animals', 'Animal']",Wildlife,train,
BirdCLEF2026_081071,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\souant1\XC278068.ogg,XC278068.ogg,['Aves'],Bird,train,
ESC50_001608,ESC50,datasets\ESC50\audio\5-117122-A-42.wav,5-117122-A-42.wav,['siren'],EmergencyVehicle,train,5.0
BirdCLEF2026_086035,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\varant1\XC727895.ogg,XC727895.ogg,['Aves'],Bird,train,
BirdCLEF2026_054822,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\baffal1\XC535629.ogg,XC535629.ogg,['Aves'],Bird,train,
FSD50K_032039,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\150968.wav,150968.wav,"['Crowd', 'Laughter', 'Human_group_actions', 'Human_voice']",Human,train,
BirdCLEF2026_058507,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\brnowl\iNat1162091.ogg,iNat1162091.ogg,['Aves'],Bird,train,
FSD50K_034684,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\67682.wav,67682.wav,['Human_voice'],Human,train,
FSD50K_027725,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\37347.wav,37347.wav,"['Thunder', 'Rain', 'Water', 'Thunderstorm']",Thunderstorm,train,
UrbanSound8K_010495,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\94632-5-0-9.wav,94632-5-0-9.wav,['engine_idling'],Vehicle,train,6.0
FSD50K_031698,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\89335.wav,89335.wav,"['Whispering', 'Human_voice']",Human,train,
FSD50K_034164,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\58169.wav,58169.wav,"['Laughter', 'Human_voice']",Human,train,
FSD50K_029857,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\31452.wav,31452.wav,"['Thunder', 'Thunderstorm']",Thunderstorm,val,
UrbanSound8K_004523,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold8\157868-8-0-22.wav,157868-8-0-22.wav,['siren'],EmergencyVehicle,train,8.0
Emergency_051785,Emergency,datasets\emergency\Extracted\Emergency Vehicle Sirens\ambulance178.wav,ambulance178.wav,['Ambulance'],EmergencyVehicle,train,
FSD50K_041433,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\175506.wav,175506.wav,"['Female_singing', 'Singing', 'Human_voice']",Human,train,
BirdCLEF2026_078944,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\sibtan2\XC875289.ogg,XC875289.ogg,['Aves'],Bird,train,
BirdCLEF2026_059901,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\camfli1\XC610617.ogg,XC610617.ogg,['Aves'],Bird,train,
UrbanSound8K_006064,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold3\17853-5-0-5.wav,17853-5-0-5.wav,['engine_idling'],Vehicle,train,3.0
FSD50K_028221,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\425995.wav,425995.wav,"['Drill', 'Power_tool', 'Tools']",Drill,train,
BirdCLEF2026_071678,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\palhor3\XC483046.ogg,XC483046.ogg,['Aves'],Bird,train,
BirdCLEF2026_081693,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\souscr1\iNat350052.ogg,iNat350052.ogg,['Aves'],Bird,train,
FSD50K_031509,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\215710.wav,215710.wav,"['Stream', 'Water']",Water,train,
BirdCLEF2026_079466,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\sobcac1\XC2625.ogg,XC2625.ogg,['Aves'],Bird,train,
FSD50K_034038,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\387406.wav,387406.wav,"['Laughter', 'Human_voice']",Human,train,
BirdCLEF2026_054057,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\41970\XC564885.ogg,XC564885.ogg,['Mammalia'],Wildlife,train,
BirdCLEF2026_066821,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\greyel\XC302408.ogg,XC302408.ogg,['Aves'],Bird,train,
FSD50K_024518,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\171693.wav,171693.wav,['Fire'],Fire,train,
ESC50_000246,ESC50,datasets\ESC50\audio\1-51036-A-16.wav,1-51036-A-16.wav,['wind'],Wind,train,1.0
FSD50K_040761,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\238364.wav,238364.wav,"['Ocean', 'Water']",Water,train,
UrbanSound8K_005674,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\17578-5-0-16.wav,17578-5-0-16.wav,['engine_idling'],Vehicle,train,5.0
FSD50K_038635,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\26552.wav,26552.wav,"['Clapping', 'Hands']",Human,train,
FSD50K_047409,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\7722.wav,7722.wav,"['Motorcycle', 'Motor_vehicle_(road)', 'Vehicle']",Vehicle,val,
