dataset,filename,filepath,extension,duration,duration_category,samplerate,channels,format,subtype,filesize_mb,corrupted
fsd50k,176153.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176153.wav,.wav,12.9,Long,44100,1,WAV,PCM_16,1.085,False
fsd50k,176154.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176154.wav,.wav,13.261,Long,44100,1,WAV,PCM_16,1.115,False
fsd50k,176155.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176155.wav,.wav,12.0,Long,44100,1,WAV,PCM_16,1.009,False
fsd50k,176157.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176157.wav,.wav,8.55,Long,44100,1,WAV,PCM_16,0.719,False
fsd50k,176159.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176159.wav,.wav,9.381,Long,44100,1,WAV,PCM_16,0.789,False
fsd50k,176163.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176163.wav,.wav,21.142,Very Long,44100,1,WAV,PCM_16,1.778,False
fsd50k,176176.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176176.wav,.wav,10.162,Long,44100,1,WAV,PCM_16,0.855,False
fsd50k,176177.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176177.wav,.wav,10.162,Long,44100,1,WAV,PCM_16,0.855,False
fsd50k,1762.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\1762.wav,.wav,3.962,Short,44100,1,WAV,PCM_16,0.333,False
fsd50k,176214.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176214.wav,.wav,5.749,Long,44100,1,WAV,PCM_16,0.484,False
fsd50k,176215.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176215.wav,.wav,13.347,Long,44100,1,WAV,PCM_16,1.123,False
fsd50k,176226.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176226.wav,.wav,2.402,Short,44100,1,WAV,PCM_16,0.202,False
fsd50k,176227.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176227.wav,.wav,20.405,Very Long,44100,1,WAV,PCM_16,1.716,False
fsd50k,176228.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176228.wav,.wav,2.019,Short,44100,1,WAV,PCM_16,0.17,False
fsd50k,176232.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176232.wav,.wav,8.193,Long,44100,1,WAV,PCM_16,0.689,False
fsd50k,176239.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176239.wav,.wav,1.476,Very Short,44100,1,WAV,PCM_16,0.124,False
fsd50k,1763.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\1763.wav,.wav,4.001,Short,44100,1,WAV,PCM_16,0.337,False
fsd50k,17643.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\17643.wav,.wav,2.846,Short,44100,1,WAV,PCM_16,0.239,False
fsd50k,176438.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176438.wav,.wav,4.261,Short,44100,1,WAV,PCM_16,0.358,False
fsd50k,176440.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176440.wav,.wav,1.42,Very Short,44100,1,WAV,PCM_16,0.12,False
fsd50k,176450.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176450.wav,.wav,10.0,Long,44100,1,WAV,PCM_16,0.841,False
fsd50k,176451.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176451.wav,.wav,7.0,Long,44100,1,WAV,PCM_16,0.589,False
fsd50k,176454.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176454.wav,.wav,3.5,Short,44100,1,WAV,PCM_16,0.294,False
fsd50k,176466.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176466.wav,.wav,18.0,Very Long,44100,1,WAV,PCM_16,1.514,False
fsd50k,176468.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176468.wav,.wav,6.25,Long,44100,1,WAV,PCM_16,0.526,False
fsd50k,176475.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176475.wav,.wav,15.0,Very Long,44100,1,WAV,PCM_16,1.262,False
fsd50k,176480.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176480.wav,.wav,8.0,Long,44100,1,WAV,PCM_16,0.673,False
fsd50k,176485.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176485.wav,.wav,3.0,Short,44100,1,WAV,PCM_16,0.252,False
fsd50k,176487.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176487.wav,.wav,9.0,Long,44100,1,WAV,PCM_16,0.757,False
fsd50k,176492.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176492.wav,.wav,8.0,Long,44100,1,WAV,PCM_16,0.673,False
fsd50k,176495.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176495.wav,.wav,6.0,Long,44100,1,WAV,PCM_16,0.505,False
fsd50k,176496.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176496.wav,.wav,2.125,Short,44100,1,WAV,PCM_16,0.179,False
fsd50k,176500.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176500.wav,.wav,2.125,Short,44100,1,WAV,PCM_16,0.179,False
fsd50k,176501.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176501.wav,.wav,7.625,Long,44100,1,WAV,PCM_16,0.641,False
fsd50k,176503.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176503.wav,.wav,2.125,Short,44100,1,WAV,PCM_16,0.179,False
fsd50k,176504.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176504.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
fsd50k,176508.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176508.wav,.wav,19.5,Very Long,44100,1,WAV,PCM_16,1.64,False
fsd50k,176512.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176512.wav,.wav,5.5,Long,44100,1,WAV,PCM_16,0.463,False
fsd50k,176517.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176517.wav,.wav,6.0,Long,44100,1,WAV,PCM_16,0.505,False
fsd50k,176519.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176519.wav,.wav,2.25,Short,44100,1,WAV,PCM_16,0.189,False
fsd50k,176526.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176526.wav,.wav,10.0,Long,44100,1,WAV,PCM_16,0.841,False
fsd50k,176532.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176532.wav,.wav,3.5,Short,44100,1,WAV,PCM_16,0.294,False
fsd50k,176539.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176539.wav,.wav,2.097,Short,44100,1,WAV,PCM_16,0.176,False
fsd50k,176540.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176540.wav,.wav,0.665,Very Short,44100,1,WAV,PCM_16,0.056,False
fsd50k,176542.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176542.wav,.wav,0.793,Very Short,44100,1,WAV,PCM_16,0.067,False
fsd50k,176555.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176555.wav,.wav,13.78,Long,44100,1,WAV,PCM_16,1.159,False
fsd50k,176556.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176556.wav,.wav,2.07,Short,44100,1,WAV,PCM_16,0.174,False
fsd50k,17656.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\17656.wav,.wav,16.219,Very Long,44100,1,WAV,PCM_16,1.364,False
fsd50k,176560.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176560.wav,.wav,3.315,Short,44100,1,WAV,PCM_16,0.279,False
fsd50k,176569.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176569.wav,.wav,0.827,Very Short,44100,1,WAV,PCM_16,0.07,False
fsd50k,176600.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176600.wav,.wav,22.549,Very Long,44100,1,WAV,PCM_16,1.897,False
fsd50k,176601.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176601.wav,.wav,26.519,Very Long,44100,1,WAV,PCM_16,2.231,False
fsd50k,176602.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176602.wav,.wav,22.197,Very Long,44100,1,WAV,PCM_16,1.867,False
fsd50k,176632.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176632.wav,.wav,4.096,Short,44100,1,WAV,PCM_16,0.345,False
fsd50k,176634.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176634.wav,.wav,16.384,Very Long,44100,1,WAV,PCM_16,1.378,False
fsd50k,176638.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176638.wav,.wav,9.557,Long,44100,1,WAV,PCM_16,0.804,False
fsd50k,176639.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176639.wav,.wav,27.307,Very Long,44100,1,WAV,PCM_16,2.297,False
fsd50k,176641.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176641.wav,.wav,17.749,Very Long,44100,1,WAV,PCM_16,1.493,False
fsd50k,176642.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176642.wav,.wav,4.096,Short,44100,1,WAV,PCM_16,0.345,False
fsd50k,176647.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176647.wav,.wav,4.096,Short,44100,1,WAV,PCM_16,0.345,False
fsd50k,176650.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176650.wav,.wav,27.307,Very Long,44100,1,WAV,PCM_16,2.297,False
fsd50k,176652.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176652.wav,.wav,27.307,Very Long,44100,1,WAV,PCM_16,2.297,False
fsd50k,176687.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176687.wav,.wav,14.137,Long,44100,1,WAV,PCM_16,1.189,False
fsd50k,176691.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176691.wav,.wav,15.608,Very Long,44100,1,WAV,PCM_16,1.313,False
fsd50k,1767.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\1767.wav,.wav,4.008,Short,44100,1,WAV,PCM_16,0.337,False
fsd50k,176724.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176724.wav,.wav,7.0,Long,44100,1,WAV,PCM_16,0.589,False
fsd50k,176736.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176736.wav,.wav,17.831,Very Long,44100,1,WAV,PCM_16,1.5,False
fsd50k,176744.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176744.wav,.wav,12.0,Long,44100,1,WAV,PCM_16,1.009,False
fsd50k,176749.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176749.wav,.wav,20.872,Very Long,44100,1,WAV,PCM_16,1.756,False
fsd50k,17676.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\17676.wav,.wav,2.0,Very Long,44100,1,WAV,PCM_16,0.168,False
fsd50k,17677.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\17677.wav,.wav,2.0,Very Long,44100,1,WAV,PCM_16,0.168,False
fsd50k,176780.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176780.wav,.wav,29.78,Very Long,44100,1,WAV,PCM_16,2.505,False
fsd50k,17679.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\17679.wav,.wav,2.0,Very Long,44100,1,WAV,PCM_16,0.168,False
fsd50k,1768.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\1768.wav,.wav,1.575,Very Short,44100,1,WAV,PCM_16,0.133,False
fsd50k,17680.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\17680.wav,.wav,2.0,Very Long,44100,1,WAV,PCM_16,0.168,False
fsd50k,176805.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176805.wav,.wav,2.313,Short,44100,1,WAV,PCM_16,0.195,False
fsd50k,17681.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\17681.wav,.wav,2.0,Very Long,44100,1,WAV,PCM_16,0.168,False
fsd50k,176817.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176817.wav,.wav,6.205,Long,44100,1,WAV,PCM_16,0.522,False
fsd50k,176859.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176859.wav,.wav,6.165,Long,44100,1,WAV,PCM_16,0.519,False
fsd50k,176865.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176865.wav,.wav,0.316,Very Short,44100,1,WAV,PCM_16,0.027,False
fsd50k,176866.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176866.wav,.wav,0.427,Very Short,44100,1,WAV,PCM_16,0.036,False
fsd50k,176870.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176870.wav,.wav,21.901,Very Long,44100,1,WAV,PCM_16,1.842,False
fsd50k,176871.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176871.wav,.wav,2.295,Short,44100,1,WAV,PCM_16,0.193,False
fsd50k,176874.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176874.wav,.wav,12.649,Long,44100,1,WAV,PCM_16,1.064,False
fsd50k,176880.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176880.wav,.wav,0.419,Very Short,44100,1,WAV,PCM_16,0.035,False
fsd50k,176882.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176882.wav,.wav,0.379,Very Short,44100,1,WAV,PCM_16,0.032,False
fsd50k,176883.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176883.wav,.wav,0.367,Very Short,44100,1,WAV,PCM_16,0.031,False
fsd50k,176898.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176898.wav,.wav,1.698,Very Short,44100,1,WAV,PCM_16,0.143,False
fsd50k,1769.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\1769.wav,.wav,1.48,Very Short,44100,1,WAV,PCM_16,0.125,False
fsd50k,17690.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\17690.wav,.wav,2.0,Very Long,44100,1,WAV,PCM_16,0.168,False
fsd50k,176902.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176902.wav,.wav,0.699,Very Short,44100,1,WAV,PCM_16,0.059,False
fsd50k,176904.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176904.wav,.wav,1.45,Very Short,44100,1,WAV,PCM_16,0.122,False
fsd50k,176913.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176913.wav,.wav,0.381,Very Short,44100,1,WAV,PCM_16,0.032,False
fsd50k,176914.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176914.wav,.wav,0.883,Very Short,44100,1,WAV,PCM_16,0.074,False
fsd50k,17692.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\17692.wav,.wav,2.0,Very Long,44100,1,WAV,PCM_16,0.168,False
fsd50k,176965.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176965.wav,.wav,19.628,Very Long,44100,1,WAV,PCM_16,1.651,False
fsd50k,17697.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\17697.wav,.wav,5.455,Long,44100,1,WAV,PCM_16,0.459,False
fsd50k,176970.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176970.wav,.wav,9.738,Long,44100,1,WAV,PCM_16,0.819,False
fsd50k,176983.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176983.wav,.wav,0.326,Very Short,44100,1,WAV,PCM_16,0.027,False
fsd50k,176984.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176984.wav,.wav,1.604,Very Short,44100,1,WAV,PCM_16,0.135,False
fsd50k,176989.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176989.wav,.wav,1.254,Very Short,44100,1,WAV,PCM_16,0.106,False
fsd50k,176990.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176990.wav,.wav,1.166,Very Short,44100,1,WAV,PCM_16,0.098,False
fsd50k,176992.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176992.wav,.wav,2.902,Short,44100,1,WAV,PCM_16,0.244,False
fsd50k,176993.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\176993.wav,.wav,2.651,Short,44100,1,WAV,PCM_16,0.223,False
fsd50k,1770.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\1770.wav,.wav,3.982,Short,44100,1,WAV,PCM_16,0.335,False
fsd50k,177006.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177006.wav,.wav,9.697,Long,44100,1,WAV,PCM_16,0.816,False
fsd50k,177035.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177035.wav,.wav,14.408,Long,44100,1,WAV,PCM_16,1.212,False
fsd50k,177050.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177050.wav,.wav,2.0,Very Long,44100,1,WAV,PCM_16,0.168,False
fsd50k,177056.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177056.wav,.wav,1.208,Very Short,44100,1,WAV,PCM_16,0.102,False
fsd50k,177059.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177059.wav,.wav,7.532,Long,44100,1,WAV,PCM_16,0.634,False
fsd50k,177066.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177066.wav,.wav,20.317,Very Long,44100,1,WAV,PCM_16,1.709,False
fsd50k,177082.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177082.wav,.wav,9.183,Long,44100,1,WAV,PCM_16,0.773,False
fsd50k,177083.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177083.wav,.wav,8.709,Long,44100,1,WAV,PCM_16,0.733,False
fsd50k,1771.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\1771.wav,.wav,2.364,Short,44100,1,WAV,PCM_16,0.199,False
fsd50k,177138.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177138.wav,.wav,9.543,Long,44100,1,WAV,PCM_16,0.803,False
fsd50k,177141.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177141.wav,.wav,2.0,Very Long,44100,1,WAV,PCM_16,0.168,False
fsd50k,177142.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177142.wav,.wav,2.0,Very Long,44100,1,WAV,PCM_16,0.168,False
fsd50k,177143.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177143.wav,.wav,2.0,Very Long,44100,1,WAV,PCM_16,0.168,False
fsd50k,177209.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177209.wav,.wav,1.0,Very Short,44100,1,WAV,PCM_16,0.084,False
fsd50k,177214.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177214.wav,.wav,2.429,Short,44100,1,WAV,PCM_16,0.204,False
fsd50k,177226.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177226.wav,.wav,22.531,Very Long,44100,1,WAV,PCM_16,1.895,False
fsd50k,177227.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177227.wav,.wav,22.463,Very Long,44100,1,WAV,PCM_16,1.89,False
fsd50k,177229.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177229.wav,.wav,8.7,Long,44100,1,WAV,PCM_16,0.732,False
fsd50k,177253.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177253.wav,.wav,14.292,Long,44100,1,WAV,PCM_16,1.202,False
fsd50k,177255.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\fsd50k\Extracted\FSD50K.dev_audio\177255.wav,.wav,1.481,Very Short,44100,1,WAV,PCM_16,0.125,False
